"Country","Year","Gini"
"Italy",2000,35.9
"Italy",2000,32.1
"Italy",2001,29
"Italy",2001,29
"Italy",2002,33.3
"Italy",2002,36.6
"Italy",2002,35.9
"Italy",2004,34
"Italy",2004,33
"Italy",2004,51
"Italy",2004,33.2
"Italy",2004,33
"Italy",2005,33
"Italy",2005,32.8
"Italy",2006,32.1
"Italy",2006,32
"Italy",2007,32.2
"Italy",2008,31.5
"Italy",2008,31
"Italy",2008,48.8
"Italy",2008,32.4
"Italy",2009,49.3
"Italy",2009,31.2
"Italy",2009,31.5
"Italy",2010,31.9
"Italy",2010,50.3
"Italy",2010,32.7
"Italy",2010,31.2
"Italy",2011,31.9
"Jamaica",1958,52.8
"Jamaica",1958,57.7
"Jamaica",1958,54.3
"Jamaica",1958,56
"Jamaica",1968,62.8
"Jamaica",1973,65.1
"Jamaica",1975,44.5
"Jamaica",1980,65.5
"Jamaica",1988,55.5
"Jamaica",1988,39.2
"Jamaica",1988,43.2
"Jamaica",1989,43.5
"Jamaica",1989,42
"Jamaica",1990,NA
"Jamaica",1990,50.9
"Jamaica",1990,41.8
"Jamaica",1990,37.3
"Jamaica",1990,56
"Jamaica",1991,41.1
"Jamaica",1991,40.4
"Jamaica",1992,38.5
"Jamaica",1992,56.3
"Jamaica",1992,37.4
"Jamaica",1993,61.5
"Jamaica",1993,36.8
"Jamaica",1993,37.9
"Jamaica",1995,58.3
"Jamaica",1995,36.9
"Jamaica",1996,59.9
"Jamaica",1996,36.7
"Jamaica",1996,NA
"Jamaica",1996,66
"Jamaica",1997,59
"Jamaica",1997,42.1
"Jamaica",1998,38.5
"Jamaica",1998,54.1
"Jamaica",1999,52.7
"Jamaica",1999,40.1
"Jamaica",1999,53
"Jamaica",1999,NA
"Jamaica",2000,37.9
"Jamaica",2001,61
"Jamaica",2001,NA
"Jamaica",2002,NA
"Jamaica",2002,58
"Jamaica",2004,45.5
"Jamaica",2004,45.5
"Japan",1890,31.1
"Japan",1900,41.7
"Japan",1910,42
"Japan",1920,46.3
"Japan",1930,45.1
"Japan",1940,46.7
"Japan",1954,31
"Japan",1956,31.3
"Japan",1959,35.7
"Japan",1962,41
"Japan",1962,37.2
"Japan",1962,40.9
"Japan",1962,38.7
"Japan",1962,38.2
"Japan",1962,39
"Japan",1963,35.7
"Japan",1963,31.7
"Japan",1964,35.8
"Japan",1965,38.1
"Japan",1965,34.8
"Japan",1965,37.7
"Japan",1967,35.1
"Japan",1968,34.9
"Japan",1968,38
"Japan",1968,39.3
"Japan",1969,31.6
"Japan",1969,35.7
"Japan",1970,35.5
"Japan",1971,28.7
"Japan",1971,42.2
"Japan",1971,36.9
"Japan",1971,40.7
"Japan",1972,33.4
"Japan",1972,31.1
"Japan",1973,32.5
"Japan",1974,33.6
"Japan",1975,34.4
"Japan",1976,33.9
"Japan",1977,33.7
"Japan",1978,32.9
"Japan",1979,33.9
"Japan",1980,33.4
"Japan",1980,21.9
"Japan",1981,34.3
"Japan",1981,27.8
"Japan",1982,34.8
"Japan",1982,28.4
"Japan",1983,28.1
"Japan",1984,27.8
"Japan",1985,29.1
"Japan",1985,35
"Japan",1985,34.5
"Japan",1985,30.4
"Japan",1986,29.8
"Japan",1986,29.3
"Japan",1989,31.2
"Japan",1990,35
"Japan",1992,31.1
"Japan",1993,24.9
"Japan",1993,24.9
"Japan",1995,32.3
"Japan",1995,40.3
"Japan",1995,31.6
"Japan",1997,30.3
"Japan",1998,31.9
"Japan",2000,43.2
"Japan",2000,33.7
"Japan",2003,32.1
"Japan",2003,44.3
"Japan",2004,NA
"Japan",2004,30.8
"Japan",2006,46.2
"Japan",2006,32.9
"Japan",2008,30.2
"Japan",2009,NA
"Japan",2009,NA
"Japan",2009,48.8
"Japan",2009,33.6
"Japan",2009,31.1
"Japan",2009,NA
"Jordan",1973,38
"Jordan",1973,42.1
"Jordan",1973,32.8
"Jordan",1980,38.2
"Jordan",1980,36.7
"Jordan",1980,34.3
"Jordan",1980,40.8
"Jordan",1981,32.3
"Jordan",1982,29
"Jordan",1982,32.9
"Jordan",1986,36.1
"Jordan",1986,34.6
"Jordan",1986,37.8
"Jordan",1986,39.7
"Jordan",1986,36.2
"Jordan",1986,39.2
"Jordan",1986,31.9
"Jordan",1986,31.7
"Jordan",1986,34.3
"Jordan",1987,36.1
"Jordan",1992,38.4
"Jordan",1992,43.2
"Jordan",1992,49.4
"Jordan",1992,43.5
"Jordan",1992,40
"Jordan",1997,36.4
"Jordan",1997,36.4
"Jordan",1997,38.4
"Jordan",2003,38.9
"Jordan",2003,38.8
"Jordan",2006,37.7
"Jordan",2008,33.8
"Jordan",2010,35.4
"Kazakhstan",1981,25.7
"Kazakhstan",1986,27.3
"Kazakhstan",1988,29.1
"Kazakhstan",1988,25.7
"Kazakhstan",1989,28.9
"Kazakhstan",1989,28.1
"Kazakhstan",1989,27.6
"Kazakhstan",1990,29.7
"Kazakhstan",1993,32.7
"Kazakhstan",1996,35.4
"Kazakhstan",1996,56.4
"Kazakhstan",2001,41.1
"Kazakhstan",2001,31.3
"Kazakhstan",2002,35
"Kazakhstan",2003,32.3
"Kazakhstan",2003,35.9
"Kazakhstan",2004,37
"Kazakhstan",2005,42
"Kazakhstan",2006,41.4
"Kazakhstan",2007,30.9
"Kazakhstan",2008,29.3
"Kazakhstan",2009,29
"Kenya",1914,50
"Kenya",1921,57
"Kenya",1927,58
"Kenya",1936,63
"Kenya",1946,64
"Kenya",1950,70
"Kenya",1955,63
"Kenya",1960,68
"Kenya",1961,48.8
"Kenya",1964,63
"Kenya",1967,66
"Kenya",1969,47.9
"Kenya",1969,63.7
"Kenya",1969,60.4
"Kenya",1969,68
"Kenya",1971,70
"Kenya",1974,69
"Kenya",1976,52
"Kenya",1976,68
"Kenya",1977,59
"Kenya",1977,59
"Kenya",1982,57.3
"Kenya",1992,56.5
"Kenya",1992,57.5
"Kenya",1994,44.5
"Kenya",1994,42.1
"Kenya",1997,42.5
"Kenya",1997,42.5
"Kenya",1999,57
"Kenya",1999,62.5
"Kenya",2005,47.7
"Kenya",2006,38
"Kenya",2006,44.7
"Kenya",2006,45.9
"Korea, Republic Of",1953,34
"Korea, Republic Of",1961,32
"Korea, Republic Of",1964,33
"Korea, Republic Of",1965,38.4
"Korea, Republic Of",1965,34.4
"Korea, Republic Of",1965,28.5
"Korea, Republic Of",1965,41.7
"Korea, Republic Of",1965,39.9
"Korea, Republic Of",1965,34.4
"Korea, Republic Of",1966,26.5
"Korea, Republic Of",1966,30.6
"Korea, Republic Of",1966,32.3
"Korea, Republic Of",1966,34.2
"Korea, Republic Of",1966,26
"Korea, Republic Of",1968,30.5
"Korea, Republic Of",1969,29.8
"Korea, Republic Of",1970,37.2
"Korea, Republic Of",1970,38.4
"Korea, Republic Of",1970,33.2
"Korea, Republic Of",1970,33.3
"Korea, Republic Of",1970,29.5
"Korea, Republic Of",1970,40.7
"Korea, Republic Of",1970,35.3
"Korea, Republic Of",1970,30.4
"Korea, Republic Of",1970,40
"Korea, Republic Of",1970,31.4
"Korea, Republic Of",1970,34.5
"Korea, Republic Of",1970,35.1
"Korea, Republic Of",1970,39.5
"Korea, Republic Of",1971,31
"Korea, Republic Of",1971,33.8
"Korea, Republic Of",1971,36
"Korea, Republic Of",1972,40.2
"Korea, Republic Of",1976,39.9
"Korea, Republic Of",1976,35.5
"Korea, Republic Of",1976,44.9
"Korea, Republic Of",1976,32.7
"Korea, Republic Of",1976,39.1
"Korea, Republic Of",1976,39.1
"Korea, Republic Of",1976,41.2
"Korea, Republic Of",1980,40.5
"Korea, Republic Of",1980,35.5
"Korea, Republic Of",1980,36.7
"Korea, Republic Of",1980,38.6
"Korea, Republic Of",1982,35.7
"Korea, Republic Of",1982,37
"Korea, Republic Of",1982,44.5
"Korea, Republic Of",1982,30.9
"Korea, Republic Of",1982,30.6
"Korea, Republic Of",1982,35.7
"Korea, Republic Of",1984,35.4
"Korea, Republic Of",1985,36.9
"Korea, Republic Of",1985,34.5
"Korea, Republic Of",1985,29.7
"Korea, Republic Of",1988,33.6
"Korea, Republic Of",1988,31.4
"Korea, Republic Of",1988,29
"Korea, Republic Of",1988,35
"Korea, Republic Of",1992,35
"Korea, Republic Of",1992,34.9
"Korea, Republic Of",1993,32.4
"Korea, Republic Of",1993,32.6
"Korea, Republic Of",1993,31.6
"Korea, Republic Of",1995,33.6
"Korea, Republic Of",1995,33.6
"Korea, Republic Of",1996,32.8
"Korea, Republic Of",1997,31.8
"Korea, Republic Of",1997,31.7
"Korea, Republic Of",1998,37.2
"Korea, Republic Of",1998,37.5
"Korea, Republic Of",2004,31.6
"Korea, Republic Of",2006,30.6
"Korea, Republic Of",2006,33
"Korea, Republic Of",2006,31.1
"Korea, Republic Of",2007,31.2
"Korea, Republic Of",2007,34
"Korea, Republic Of",2008,31.4
"Korea, Republic Of",2008,34.4
"Korea, Republic Of",2009,34.5
"Korea, Republic Of",2009,31.4
"Korea, Republic Of",2010,31
"Korea, Republic Of",2010,34.1
"Korea, Republic Of",2011,34.2
"Korea, Republic Of",2011,31.1
"Kyrgyzstan",1981,24.3
"Kyrgyzstan",1986,25.9
"Kyrgyzstan",1988,31.2
"Kyrgyzstan",1988,26
"Kyrgyzstan",1989,28.7
"Kyrgyzstan",1989,26
"Kyrgyzstan",1989,27
"Kyrgyzstan",1990,30.8
"Kyrgyzstan",1992,30
"Kyrgyzstan",1993,47.2
"Kyrgyzstan",1993,44.5
"Kyrgyzstan",1993,55.3
"Kyrgyzstan",1993,43
"Kyrgyzstan",1994,44.3
"Kyrgyzstan",1995,39.5
"Kyrgyzstan",1996,48.9
"Kyrgyzstan",1996,42.8
"Kyrgyzstan",1996,48.5
"Kyrgyzstan",1997,40.5
"Kyrgyzstan",1997,43.1
"Kyrgyzstan",1997,38.9
"Kyrgyzstan",1997,35
"Kyrgyzstan",1998,46
"Kyrgyzstan",1998,35.6
"Kyrgyzstan",1998,42.9
"Kyrgyzstan",1998,41.1
"Kyrgyzstan",1999,39.9
"Kyrgyzstan",1999,46.6
"Kyrgyzstan",1999,34.9
"Kyrgyzstan",1999,57.9
"Kyrgyzstan",2000,41.4
"Kyrgyzstan",2000,47
"Kyrgyzstan",2001,51.2
"Kyrgyzstan",2001,37.7
"Kyrgyzstan",2002,38.2
"Kyrgyzstan",2002,49
"Kyrgyzstan",2003,34.2
"Kyrgyzstan",2003,47.8
"Kyrgyzstan",2004,47.3
"Kyrgyzstan",2004,38
"Kyrgyzstan",2005,47.5
"Kyrgyzstan",2005,39.3
"Kyrgyzstan",2006,39.7
"Kyrgyzstan",2006,46
"Kyrgyzstan",2007,33.4
"Kyrgyzstan",2008,37.3
"Kyrgyzstan",2009,36.2
"Laos",1992,30.4
"Laos",1992,30.4
"Laos",1997,37
"Laos",1997,34.9
"Laos",2002,34.6
"Laos",2002,32.6
"Laos",2008,36.7
"Latvia",1981,24.8
"Latvia",1986,25.2
"Latvia",1988,22.5
"Latvia",1988,25
"Latvia",1989,26
"Latvia",1989,27.4
"Latvia",1989,24.4
"Latvia",1990,24
"Latvia",1991,24.7
"Latvia",1992,33.3
"Latvia",1993,27
"Latvia",1993,28.3
"Latvia",1994,32.5
"Latvia",1995,31
"Latvia",1995,34.6
"Latvia",1995,28.5
"Latvia",1996,28.2
"Latvia",1996,30.8
"Latvia",1996,34.9
"Latvia",1997,33.6
"Latvia",1997,43.8
"Latvia",1997,32.6
"Latvia",1997,29.3
"Latvia",1997,32.6
"Latvia",1998,38
"Latvia",1998,33.2
"Latvia",1998,33
"Latvia",1998,32.9
"Latvia",1998,32.1
"Latvia",1998,33.4
"Latvia",1999,33
"Latvia",1999,33.3
"Latvia",2000,33.7
"Latvia",2000,34
"Latvia",2000,32.7
"Latvia",2001,32.2
"Latvia",2002,32.8
"Latvia",2002,35.8
"Latvia",2003,37.9
"Latvia",2003,33.2
"Latvia",2004,39.1
"Latvia",2004,32.1
"Latvia",2005,36.1
"Latvia",2005,36
"Latvia",2006,39.2
"Latvia",2006,39
"Latvia",2007,35.4
"Latvia",2008,37.7
"Latvia",2009,37.4
"Latvia",2010,36.1
"Latvia",2011,35.4
"Latvia",2012,35.9
"Lebanon",1960,52.1
"Lebanon",1960,51.1
"Lebanon",1960,55
"Lebanon",1995,43.5
"Lebanon",2004,37
"Lesotho",1986,56
"Lesotho",1987,60.9
"Lesotho",1987,63.1
"Lesotho",1993,55
"Lesotho",1993,57.9
"Lesotho",1993,57
"Lesotho",1994,63.2
"Lesotho",1995,67
"Lesotho",1995,68.5
"Lesotho",1999,60
"Lesotho",2003,52.5
"Liberia",1974,43
"Liberia",2007,38.2
"Lithuania",1981,24.4
"Lithuania",1986,23.7
"Lithuania",1988,24.4
"Lithuania",1988,22.5
"Lithuania",1989,26
"Lithuania",1989,27.8
"Lithuania",1989,26.3
"Lithuania",1990,24.8
"Lithuania",1992,37.2
"Lithuania",1992,37.2
"Lithuania",1993,33.6
"Lithuania",1993,33.6
"Lithuania",1994,39
"Lithuania",1994,35
"Lithuania",1994,37.3
"Lithuania",1994,39
"Lithuania",1995,33.3
"Lithuania",1995,37.4
"Lithuania",1995,37.4
"Lithuania",1996,35
"Lithuania",1996,35.7
"Lithuania",1996,34.1
"Lithuania",1996,34.7
"Lithuania",1996,35
"Lithuania",1996,33.4
"Lithuania",1997,30.9
"Lithuania",1997,33.7
"Lithuania",1997,34.5
"Lithuania",1997,34.5
"Lithuania",1998,33.2
"Lithuania",1998,35.7
"Lithuania",1998,35.7
"Lithuania",1998,32.9
"Lithuania",1999,36.8
"Lithuania",1999,34.3
"Lithuania",2000,35.5
"Lithuania",2000,31
"Lithuania",2001,38.2
"Lithuania",2001,38.2
"Lithuania",2001,31
"Lithuania",2001,35.4
"Lithuania",2002,35.7
"Lithuania",2002,39
"Lithuania",2002,39
"Lithuania",2003,39.3
"Lithuania",2003,31.8
"Lithuania",2004,39.4
"Lithuania",2004,30.9
"Lithuania",2005,36.3
"Lithuania",2005,36
"Lithuania",2006,35
"Lithuania",2006,35
"Lithuania",2007,33.8
"Lithuania",2008,34
"Lithuania",2009,35.5
"Lithuania",2010,36.9
"Lithuania",2011,32.9
"Luxembourg",1985,26.7
"Luxembourg",1985,23.8
"Luxembourg",1985,25.8
"Luxembourg",1985,38
"Luxembourg",1985,26.8
"Luxembourg",1986,NA
"Luxembourg",1986,16.6
"Luxembourg",1986,24.7
"Luxembourg",1991,26.8
"Luxembourg",1991,26.8
"Luxembourg",1994,27
"Luxembourg",1994,27
"Luxembourg",1995,29
"Luxembourg",1996,NA
"Luxembourg",1996,25.9
"Luxembourg",1996,28
"Luxembourg",1997,30.1
"Luxembourg",1997,25
"Luxembourg",1997,30.2
"Luxembourg",1998,26
"Luxembourg",1999,27
"Luxembourg",2000,30.3
"Luxembourg",2000,26
"Luxembourg",2000,30.4
"Luxembourg",2000,26
"Luxembourg",2001,26.1
"Luxembourg",2001,27
"Luxembourg",2001,NA
"Luxembourg",2001,27
"Luxembourg",2003,28
"Luxembourg",2003,27.6
"Luxembourg",2004,26.9
"Luxembourg",2004,26.5
"Luxembourg",2004,45.4
"Luxembourg",2004,26
"Luxembourg",2004,25.8
"Luxembourg",2005,26.5
"Luxembourg",2005,46.7
"Luxembourg",2005,26
"Luxembourg",2005,27.7
"Luxembourg",2006,28
"Luxembourg",2006,27.8
"Luxembourg",2006,46
"Luxembourg",2006,27.3
"Luxembourg",2007,27.4
"Luxembourg",2007,27.3
"Luxembourg",2007,45.5
"Luxembourg",2007,27.6
"Luxembourg",2008,48.2
"Luxembourg",2008,27.7
"Luxembourg",2008,28.8
"Luxembourg",2009,27.6
"Luxembourg",2009,47.7
"Luxembourg",2009,29.2
"Luxembourg",2010,46.4
"Luxembourg",2010,27
"Luxembourg",2010,26.9
"Luxembourg",2010,27.9
"Luxembourg",2011,27.2
"Macedonia, Fyr",1989,32.2
"Macedonia, Fyr",1990,22.3
"Macedonia, Fyr",1990,22.3
"Macedonia, Fyr",1990,34.9
"Macedonia, Fyr",1991,26.7
"Macedonia, Fyr",1992,23.5
"Macedonia, Fyr",1993,27.2
"Macedonia, Fyr",1993,27.2
"Macedonia, Fyr",1994,25.3
"Macedonia, Fyr",1994,27.3
"Macedonia, Fyr",1994,25.3
"Macedonia, Fyr",1995,27
"Macedonia, Fyr",1995,29.5
"Macedonia, Fyr",1995,27
"Macedonia, Fyr",1996,39.6
"Macedonia, Fyr",1996,45.6
"Macedonia, Fyr",1996,25
"Macedonia, Fyr",1996,25
"Macedonia, Fyr",1996,31.2
"Macedonia, Fyr",1996,31.1
"Macedonia, Fyr",1997,25.9
"Macedonia, Fyr",1997,35.5
"Macedonia, Fyr",1997,25.9
"Macedonia, Fyr",1997,29.5
"Macedonia, Fyr",1997,35.6
"Macedonia, Fyr",1998,27.1
"Macedonia, Fyr",1998,27.1
"Macedonia, Fyr",1998,28.2
"Macedonia, Fyr",1998,30.8
"Macedonia, Fyr",1999,27.7
"Macedonia, Fyr",1999,30.8
"Macedonia, Fyr",2000,27.7
"Macedonia, Fyr",2000,34.6
"Macedonia, Fyr",2001,33.4
"Macedonia, Fyr",2001,28.6
"Macedonia, Fyr",2002,28.2
"Macedonia, Fyr",2002,28.2
"Macedonia, Fyr",2002,33.2
"Macedonia, Fyr",2003,26.2
"Macedonia, Fyr",2003,32.4
"Macedonia, Fyr",2003,26.2
"Macedonia, Fyr",2004,36.2
"Macedonia, Fyr",2004,24.3
"Macedonia, Fyr",2005,39.1
"Macedonia, Fyr",2005,30.9
"Macedonia, Fyr",2006,39.4
"Macedonia, Fyr",2006,32
"Macedonia, Fyr",2007,30.8
"Macedonia, Fyr",2007,38.5
"Macedonia, Fyr",2008,37.3
"Macedonia, Fyr",2008,31.5
"Macedonia, Fyr",2009,43.2
"Madagascar",1960,46
"Madagascar",1960,53
"Madagascar",1960,56.2
"Madagascar",1962,39.1
"Madagascar",1980,48.9
"Madagascar",1980,46.9
"Madagascar",1993,59.5
"Madagascar",1993,46.4
"Madagascar",1993,43.4
"Madagascar",1997,40.6
"Madagascar",1999,40.2
"Madagascar",2001,47.5
"Madagascar",2001,45.3
"Madagascar",2005,41
"Madagascar",2010,39.3
"Malawi",1969,45.2
"Malawi",1969,47
"Malawi",1977,51.8
"Malawi",1983,56.7
"Malawi",1985,59.9
"Malawi",1993,62
"Malawi",1997,50.3
"Malawi",1998,50.3
"Malawi",2004,39
"Malawi",2004,39
"Malawi",2006,48
"Malawi",2006,34
"Malawi",2006,39
"Malawi",2011,45.2
"Malawi",2011,49.1
"Malawi",2011,37.5
"Malaysia",1958,34.8
"Malaysia",1958,42
"Malaysia",1958,37.1
"Malaysia",1958,36
"Malaysia",1958,35.1
"Malaysia",1960,57.2
"Malaysia",1968,51.6
"Malaysia",1968,48.3
"Malaysia",1968,55.5
"Malaysia",1968,50
"Malaysia",1970,47.3
"Malaysia",1970,50.8
"Malaysia",1970,52
"Malaysia",1970,50.1
"Malaysia",1970,51.3
"Malaysia",1970,45.8
"Malaysia",1970,50
"Malaysia",1970,52.1
"Malaysia",1970,51.8
"Malaysia",1970,50.5
"Malaysia",1970,47.6
"Malaysia",1970,50
"Malaysia",1976,53
"Malaysia",1976,53
"Malaysia",1979,51
"Malaysia",1979,51
"Malaysia",1984,48
"Malaysia",1984,50.5
"Malaysia",1984,48.5
"Malaysia",1984,48
"Malaysia",1987,47
"Malaysia",1989,46.1
"Malaysia",1989,48.3
"Malaysia",1990,44.2
"Malaysia",1992,47.7
"Malaysia",1995,48.5
"Malaysia",1997,49.9
"Malaysia",1997,47
"Malaysia",1999,44.3
"Malaysia",2004,40.3
"Malaysia",2007,46
"Malaysia",2009,46.2
"Maldives",1998,63.3
"Maldives",2003,35
"Maldives",2003,40
"Maldives",2003,41
"Maldives",2004,37.4
"Maldives",2010,38
"Maldives",2010,37
"Maldives",2010,36
"Mali",1989,36.5
"Mali",1994,50.5
"Mali",1994,78.6
"Mali",1994,54
"Mali",2001,40.1
"Mali",2001,40
"Mali",2006,39
"Mali",2010,33
"Malta",2000,30
"Malta",2000,30
"Malta",2005,26.9
"Malta",2005,28
"Malta",2006,28
"Malta",2006,27
"Malta",2007,26.3
"Malta",2008,27.9
"Malta",2009,27.2
"Malta",2010,28.4
"Malta",2011,27.4
"Mauritania",1987,76
"Mauritania",1987,49
"Mauritania",1988,42.5
"Mauritania",1989,46
"Mauritania",1989,68
"Mauritania",1992,36.8
"Mauritania",1992,69.1
"Mauritania",1993,50
"Mauritania",1993,50
"Mauritania",1995,37.8
"Mauritania",1996,37.3
"Mauritania",2000,39
"Mauritania",2000,39
"Mauritania",2004,41.3
"Mauritania",2008,38
"Mauritius",1975,41.9
"Mauritius",1980,45.7
"Mauritius",1980,45.7
"Mauritius",1986,39.8
"Mauritius",1991,37
"Mauritius",1991,37.9
"Mauritius",1996,38.7
"Mauritius",2001,37.1
"Mauritius",2007,NA
"Mauritius",2007,38.8
"Mexico",1950,52.6
"Mexico",1956,40.3
"Mexico",1957,55.1
"Mexico",1958,53
"Mexico",1963,53.9
"Mexico",1963,51.9
"Mexico",1963,53
"Mexico",1963,52.4
"Mexico",1963,50.4
"Mexico",1963,55
"Mexico",1963,55.5
"Mexico",1963,53.2
"Mexico",1963,47.1
"Mexico",1963,53.1
"Mexico",1963,52.7
"Mexico",1963,54.3
"Mexico",1963,53
"Mexico",1963,48.2
"Mexico",1968,61.1
"Mexico",1968,52.2
"Mexico",1968,57.7
"Mexico",1968,53
"Mexico",1969,56.7
"Mexico",1969,58
"Mexico",1970,58.3
"Mexico",1970,45.5
"Mexico",1975,55.7
"Mexico",1975,57.9
"Mexico",1977,50
"Mexico",1977,47.3
"Mexico",1977,49.6
"Mexico",1984,50.6
"Mexico",1984,51.6
"Mexico",1984,48.6
"Mexico",1984,47.1
"Mexico",1984,38.3
"Mexico",1984,45.2
"Mexico",1984,NA
"Mexico",1984,47.4
"Mexico",1984,41.9
"Mexico",1984,47.1
"Mexico",1989,54.7
"Mexico",1989,45.8
"Mexico",1989,53.1
"Mexico",1989,54.1
"Mexico",1989,53.1
"Mexico",1989,49
"Mexico",1989,52.5
"Mexico",1989,41.1
"Mexico",1989,44.3
"Mexico",1989,52
"Mexico",1989,55
"Mexico",1989,43.3
"Mexico",1989,53.7
"Mexico",1989,51.5
"Mexico",1992,51
"Mexico",1992,51.9
"Mexico",1992,46.6
"Mexico",1992,45.3
"Mexico",1992,53.4
"Mexico",1992,56.3
"Mexico",1992,50.3
"Mexico",1992,56.7
"Mexico",1992,51.4
"Mexico",1992,53
"Mexico",1992,50.2
"Mexico",1992,54.6
"Mexico",1992,53.1
"Mexico",1994,55.3
"Mexico",1994,52
"Mexico",1994,50.2
"Mexico",1994,53.6
"Mexico",1994,56.4
"Mexico",1994,51.9
"Mexico",1994,44
"Mexico",1994,53.6
"Mexico",1994,NA
"Mexico",1994,56.7
"Mexico",1994,NA
"Mexico",1994,55.8
"Mexico",1996,54.9
"Mexico",1996,48.9
"Mexico",1996,52
"Mexico",1996,52.1
"Mexico",1996,54.6
"Mexico",1996,NA
"Mexico",1996,53.4
"Mexico",1996,58
"Mexico",1996,45.6
"Mexico",1996,52.8
"Mexico",1998,53.8
"Mexico",1998,53.4
"Mexico",1998,51
"Mexico",1998,54.6
"Mexico",1998,50.4
"Mexico",1998,55.6
"Mexico",2000,53.6
"Mexico",2000,52
"Mexico",2000,50.7
"Mexico",2000,55.4
"Mexico",2000,53.7
"Mexico",2000,NA
"Mexico",2002,51.2
"Mexico",2002,49
"Mexico",2002,51.2
"Mexico",2004,NA
"Mexico",2004,47.4
"Mexico",2004,49
"Mexico",2005,49
"Mexico",2006,47
"Mexico",2008,48
"Mexico",2008,47.5
"Mexico",2008,45.2
"Mexico",2008,NA
"Mexico",2010,45
"Mexico",2010,46.6
"Mexico",2010,43.5
"Mexico",2010,NA
"Micronesia, Federated States Of",2000,61.1
"Micronesia, Federated States Of",2005,27
"Moldova",1981,22.9
"Moldova",1986,24.8
"Moldova",1988,24.1
"Moldova",1988,26.4
"Moldova",1989,25.8
"Moldova",1989,25.1
"Moldova",1989,25
"Moldova",1990,26.7
"Moldova",1992,34.4
"Moldova",1992,41.1
"Moldova",1993,36.5
"Moldova",1993,43.7
"Moldova",1994,37.9
"Moldova",1995,39
"Moldova",1996,41.4
"Moldova",1997,42.1
"Moldova",1997,39.1
"Moldova",1997,46.4
"Moldova",1998,42.6
"Moldova",1999,44.1
"Moldova",2000,43.7
"Moldova",2000,39.2
"Moldova",2001,43.5
"Moldova",2001,39.1
"Moldova",2002,43.6
"Moldova",2002,42.6
"Moldova",2003,37.2
"Moldova",2003,41.1
"Moldova",2004,42.2
"Moldova",2004,34.2
"Moldova",2005,37.7
"Moldova",2005,43
"Moldova",2006,32.7
"Moldova",2006,38.5
"Moldova",2007,35.3
"Moldova",2008,35.3
"Moldova",2009,34
"Moldova",2010,33
"Mongolia",1995,33.2
"Mongolia",1995,33.2
"Mongolia",1997,32.1
"Mongolia",1997,31.4
"Mongolia",1997,24.5
"Mongolia",1997,26.3
"Mongolia",1998,30.3
"Mongolia",1998,44
"Mongolia",2002,32.8
"Mongolia",2002,32.8
"Mongolia",2008,36.5
"Montenegro",2005,30.1
"Montenegro",2006,29.3
"Montenegro",2007,30.8
"Montenegro",2008,30
"Morocco",1955,48.6
"Morocco",1960,50
"Morocco",1965,50
"Morocco",1969,56
"Morocco",1970,54.5
"Morocco",1975,59
"Morocco",1980,52.4
"Morocco",1985,40.5
"Morocco",1985,39.7
"Morocco",1985,39.2
"Morocco",1985,31.7
"Morocco",1991,31.2
"Morocco",1991,39.2
"Morocco",1991,38.2
"Morocco",1995,35.6
"Morocco",1999,39.5
"Morocco",1999,39.5
"Morocco",2001,40.6
"Morocco",2007,41
"Morocco",2007,41
"Morocco",2007,33
"Mozambique",1996,44.5
"Mozambique",1996,39.6
"Mozambique",2002,47.3
"Mozambique",2003,47.1
"Mozambique",2008,48.1
"Mozambique",2008,36.7
"Mozambique",2008,41.4
"Myanmar",1958,35
"Myanmar",1958,31.8
"Myanmar",1958,38.1
"Myanmar",2005,NA
"Myanmar",2010,NA
"Namibia",1993,74.3
"Namibia",1993,74.3
"Namibia",2004,63.9
"Namibia",2010,NA
"Namibia",2010,NA
"Namibia",2010,59.7
"Nepal",1976,50.2
"Nepal",1977,53
"Nepal",1977,53
"Nepal",1984,30.1
"Nepal",1985,30.1
"Nepal",1996,50.5
"Nepal",1996,40.5
"Nepal",1996,34.2
"Nepal",1996,38.8
"Nepal",2003,43.8
"Nepal",2004,47.2
"Nepal",2010,32.8
"Nepal",2010,NA
"Netherlands",1938,48
"Netherlands",1946,50
"Netherlands",1946,46
"Netherlands",1950,41
"Netherlands",1950,45
"Netherlands",1952,45
"Netherlands",1962,44
"Netherlands",1962,44
"Netherlands",1962,42
"Netherlands",1967,35.4
"Netherlands",1967,44.9
"Netherlands",1973,29.8
"Netherlands",1973,34.4
"Netherlands",1977,28.4
"Netherlands",1977,23.5
"Netherlands",1981,29.8
"Netherlands",1981,28.3
"Netherlands",1981,24.5
"Netherlands",1983,32.7
"Netherlands",1983,27.8
"Netherlands",1983,29.4
"Netherlands",1985,47.3
"Netherlands",1985,27.2
"Netherlands",1985,28.1
"Netherlands",1985,29.2
"Netherlands",1985,24.2
"Netherlands",1987,29.4
"Netherlands",1987,29.9
"Netherlands",1987,31.5
"Netherlands",1988,29
"Netherlands",1989,29.6
"Netherlands",1990,32.2
"Netherlands",1990,25.8
"Netherlands",1990,29.2
"Netherlands",1990,47.4
"Netherlands",1991,25.6
"Netherlands",1991,31.5
"Netherlands",1991,41.4
"Netherlands",1991,27.1
"Netherlands",1991,31.8
"Netherlands",1992,25.5
"Netherlands",1992,31.7
